trial,order_position,sample_index,sample_id,frame_count,video_total_frames,selected_frame_positions,unique_selected_frame_positions,decode_ms,processor_ms,host_to_device_ms,qwen_backbone_ms,pool_and_linear_ms,total_raw_video_to_scalar_ms,sequence_length
1,1,23,VideoCrafter/The roof of a farmhouse is covered in moss.mp4,4,16,"[2,6,9,14]",4,77.14978698641062,6.431584013625979,1.455778954550624,37.5706919003278,0.20153913646936417,122.82330193556845,446
1,1,24,Hotshot-XL/Various fruit trees grow in the countryside.mp4,4,8,"[1,3,4,6]",4,82.8307110350579,7.523606065660715,1.8091700039803982,37.81209699809551,0.20268280059099197,130.1938451360911,446
1,1,25,"VideoCrafter/A waterfall cascades gracefully, resembling a silver thread.mp4",4,16,"[2,6,9,14]",4,70.09407202713192,6.754886824637651,1.6666969750076532,37.223258055746555,0.19350205548107624,115.9488009288907,446
1,1,26,"Gen-2/Blue skies and fluffy clouds, ever-changing shapes like poetry.mp4",4,96,"[10,35,60,86]",4,202.14577298611403,8.86009307578206,2.043594140559435,46.36459005996585,0.2149050123989582,259.64767881669104,446
1,1,27,video_fusion/Cherry trees in the orchard are filled with red fruit.mp4,4,16,"[2,6,9,14]",4,9.330832865089178,4.246073076501489,1.2853050138801336,31.98930504731834,0.2042120322585106,47.06282797269523,446
1,1,28,Text2Video-Zero/The leaves of a purple-leaf plum tree turn deep purple.mp4,4,36,"[4,13,22,32]",4,154.05434393323958,7.963396143168211,1.9478639587759972,52.188711008057,0.2212140243500471,216.39389009214938,446
1,1,29,video_fusion/An ancient church is a landmark in the village.mp4,4,16,"[2,6,9,14]",4,10.002275928854942,3.9104968309402466,1.2488439679145813,31.919571105390787,0.19790977239608765,47.28573397733271,446
1,1,30,Tune-A-Video/The rural stream serves as the water source for villagers.mp4,4,24,"[2,9,14,21]",4,41.388356825336814,3.6339990328997374,1.404966926202178,31.83992695994675,0.20027300342917442,78.4747910220176,446
1,1,31,Hotshot-XL/A water skier created splashes on the lake.mp4,4,8,"[1,3,4,6]",4,41.5981758851558,4.454866982996464,1.3275500386953354,31.809551175683737,0.19793608225882053,79.39533609896898,446
1,1,32,"Gen-2/Willow trees by the river, swaying gently in the calming breeze.mp4",4,96,"[10,35,60,86]",4,374.8046120163053,4.804213065654039,1.3904441148042679,32.42762200534344,0.2169290091842413,413.65068685263395,446
1,1,33,"VideoCrafter/Willow trees by the river, swaying gently in the calming breeze.mp4",4,16,"[2,6,9,14]",4,62.38316209055483,4.0797030087560415,1.1971769854426384,31.756069976836443,0.2074639778584242,99.62985292077065,446
1,1,34,Tune-A-Video/People taking a leisurely walk admire the lake view.mp4,4,24,"[2,9,14,21]",4,40.35254311747849,3.684801049530506,1.3086521066725254,31.517466064542532,0.19827904179692268,77.06812908872962,446
1,1,35,Tune-A-Video/A roasted salmon is presented on a plate.mp4,4,24,"[2,9,14,21]",4,90.36702988669276,3.462666878476739,1.279626041650772,31.63684904575348,0.20101899281144142,126.95325491949916,446
1,1,36,Hotshot-XL/The commander is strategizing in front of a map.mp4,4,8,"[1,3,4,6]",4,41.08538688160479,4.0461658500134945,1.3946411199867725,32.329784939065576,0.19410508684813976,79.05884296633303,446
1,1,37,Text2Video-Zero/A white orchid grows in a potted plant.mp4,4,36,"[4,13,22,32]",4,35.40907800197601,3.4990538842976093,1.294781919568777,31.701570842415094,0.1951248850673437,72.10608292371035,446
1,1,38,Text2Video-Zero/A pet owner walks their dog in the park.mp4,4,36,"[4,13,22,32]",4,74.33945615775883,4.998086020350456,1.438006991520524,34.8221380263567,0.1962641254067421,115.80496095120907,446
1,1,39,VideoCrafter/A bowl of ramen has delicious pork and seaweed.mp4,4,16,"[2,6,9,14]",4,64.9974609259516,4.96692000888288,1.5410259366035461,37.15403098613024,0.19579194486141205,108.86649508029222,446
1,1,40,"Gen-2/A writer sits at a desk, crafting a new novel.mp4",4,96,"[10,35,60,86]",4,246.98130087926984,8.845250122249126,2.2197060752660036,49.711960135027766,0.24420698173344135,308.0228539183736,446
1,1,41,Hotshot-XL/A tennis player made spectacular plays at the net.mp4,4,8,"[1,3,4,6]",4,37.95109409838915,4.937584046274424,1.5071730595082045,34.659815952181816,0.2046460285782814,79.27085598930717,446
1,1,42,Hotshot-XL/The rural stream serves as the water source for villagers.mp4,4,8,"[1,3,4,6]",4,80.1223588641733,5.53156016394496,1.5522500034421682,38.19097299128771,0.19791396334767342,125.60764304362237,446
1,1,43,Gen-2/A pet owner walks their dog in the park.mp4,4,96,"[10,35,60,86]",4,570.2274169307202,8.933661971241236,2.277236897498369,54.241165053099394,0.2179010771214962,635.9194819815457,446
1,1,44,"VideoCrafter/Unique desert landscapes, with dunes sculpted by the wind.mp4",4,16,"[2,6,9,14]",4,74.8205401469022,6.740393117070198,1.747458940371871,44.58769480697811,0.19785389304161072,128.11092496849597,446
1,1,45,Tune-A-Video/Students create exquisite artwork in art class.mp4,4,24,"[2,9,14,21]",4,61.863749055191875,5.181817105039954,1.5955420676618814,35.57217586785555,0.20235194824635983,104.42782402969897,446
1,1,46,VideoCrafter/A sausage is grilled slightly crispy on the barbecue.mp4,4,16,"[2,6,9,14]",4,62.45835684239864,5.086141172796488,1.573232002556324,37.104628048837185,0.19762013107538223,106.44692205823958,446
1,1,47,Tune-A-Video/Teenage skateboarders perform tricks by the pond.mp4,4,24,"[2,9,14,21]",4,33.61428901553154,3.1074469443410635,1.337180146947503,31.390295131132007,0.19435398280620575,69.64939110912383,446
1,1,48,Tune-A-Video/Swallows soar in the air.mp4,4,24,"[2,9,14,21]",4,26.973466854542494,3.194548189640045,1.346237026154995,31.322544906288385,0.19928300753235817,63.04231006652117,446
1,1,49,Hotshot-XL/Parents pick up students at the bus stop.mp4,4,8,"[1,3,4,6]",4,56.4648921135813,3.053600899875164,1.286531100049615,31.568703008815646,0.19547902047634125,92.57534495554864,446
1,1,50,Text2Video-Zero/Students create exquisite artwork in art class.mp4,4,36,"[4,13,22,32]",4,80.68241993896663,5.133488913998008,1.5751291066408157,36.1853688955307,0.1980448141694069,123.78703895956278,446
1,1,51,Tune-A-Video/A skier enjoys the thrill of skiing on a snowy mountain.mp4,4,24,"[2,9,14,21]",4,43.262823950499296,4.013126948848367,1.4091299381107092,33.369333017617464,0.1985630951821804,82.26185198873281,446
1,1,52,Text2Video-Zero/Military aircraft are neatly lined up on the military base.mp4,4,36,"[4,13,22,32]",4,39.52513705007732,3.058510133996606,1.2979779858142138,31.386668095365167,0.19642082042992115,75.47107990831137,446
1,1,53,Hotshot-XL/A doctor cares for patients in the hospital.mp4,4,8,"[1,3,4,6]",4,38.17886905744672,3.0362228862941265,1.2583539355546236,31.352221965789795,0.19110203720629215,74.02317598462105,446
1,1,54,VideoCrafter/An explorer searches for adventure in the forest.mp4,4,16,"[2,6,9,14]",4,73.26809503138065,4.843066213652492,1.5656671021133661,35.6791780795902,0.19517703913152218,115.56231207214296,446
1,1,55,Text2Video-Zero/An adorable little cat is napping on the windowsill.mp4,4,36,"[4,13,22,32]",4,40.5576869379729,3.0247720424085855,1.3159650843590498,31.447415007278323,0.19530602730810642,76.54729997739196,446
1,1,56,VideoCrafter/A kangaroo jumps across the Australian desert.mp4,4,16,"[2,6,9,14]",4,63.03421198390424,4.22615697607398,1.4890709426254034,35.0849109236151,0.19295886158943176,104.03841501101851,446
1,1,57,Gen-2/A slice of French chocolate mousse cake brings sweet delight.mp4,4,96,"[10,35,60,86]",4,208.29415088519454,8.61921301111579,2.234871033579111,48.36566396988928,0.22539310157299042,267.7617759909481,446
1,1,58,"Tune-A-Video/In a rugby match, players vied for possession of the rugby ball.mp4",4,24,"[2,9,14,21]",4,45.027360087260604,4.770361119881272,1.5178818721324205,34.635246032848954,0.2017100341618061,86.16333990357816,446
1,1,59,Tune-A-Video/A pizza is topped with Italian sausage and mushrooms.mp4,4,24,"[2,9,14,21]",4,70.25060220621526,5.256237927824259,1.5775170177221298,36.82375908829272,0.20535802468657494,114.12602802738547,446
1,1,60,Hotshot-XL/A pizza is topped with Italian sausage and mushrooms.mp4,4,8,"[1,3,4,6]",4,63.02537792362273,4.519154084846377,1.4385648537427187,35.30147112905979,0.20232098177075386,104.49744598008692,446
1,1,61,Tune-A-Video/Soldiers are setting up tents in the camp.mp4,4,24,"[2,9,14,21]",4,58.11945395544171,4.185629775747657,1.4416719786822796,34.20781600289047,0.20259106531739235,98.16639800556004,446
1,1,62,video_fusion/Various fruit trees grow in the countryside.mp4,4,16,"[2,6,9,14]",4,9.341740049421787,2.930611837655306,1.2138828169554472,31.35309205390513,0.19980687648057938,45.044956961646676,446
1,1,63,"video_fusion/Students enjoy their time on campus, full of youthful energy.mp4",4,16,"[2,6,9,14]",4,9.383462136611342,3.077054163441062,1.2337749358266592,31.350204022601247,0.19031483680009842,45.24106299504638,446
1,1,64,VideoCrafter/A roasted cod fish is garnished with fresh herbs.mp4,4,16,"[2,6,9,14]",4,74.62257496081293,4.667246015742421,1.4497379306703806,35.609662998467684,0.1927718985825777,116.55404418706894,446
1,1,65,Hotshot-XL/The seahorse swayed slowly on the sea floor.mp4,4,8,"[1,3,4,6]",4,56.202431209385395,4.311996977776289,1.4534250367432833,32.69035299308598,0.19289879128336906,94.8615309316665,446
1,1,66,"video_fusion/A waterfall cascades gracefully, resembling a silver thread.mp4",4,16,"[2,6,9,14]",4,8.956240955740213,3.0061579309403896,1.220084959641099,31.33860300295055,0.19801780581474304,44.725562911480665,446
1,1,67,Gen-2/A bowl of rich French onion soup emanates an enticing aroma.mp4,4,96,"[10,35,60,86]",4,385.52586804144084,5.534190917387605,1.5742189716547728,49.5718598831445,0.22030598483979702,442.439332138747,446
1,1,68,Hotshot-XL/A roasted cod fish is garnished with fresh herbs.mp4,4,8,"[1,3,4,6]",4,56.68418598361313,5.105237942188978,1.5612239949405193,35.8845479786396,0.21121813915669918,99.45889515802264,446
1,1,69,Text2Video-Zero/A designer creates fashionable clothing designs.mp4,4,36,"[4,13,22,32]",4,49.73773006349802,4.071519011631608,1.4630570076406002,32.85897197201848,0.2047459129244089,88.34497001953423,446
1,1,70,VideoCrafter/A cup of hot chocolate is fragrant.mp4,4,16,"[2,6,9,14]",4,48.96470485255122,3.8669640198349953,1.5184020157903433,32.80361997894943,0.19597099162638187,87.35819510184228,446
1,1,71,Tune-A-Video/Various fruit trees grow in the countryside.mp4,4,24,"[2,9,14,21]",4,65.012815175578,4.705901024863124,1.5621508937329054,35.5910430662334,0.22519705817103386,107.10943304002285,446
1,1,72,video_fusion/A piece of French bread is spread with butter.mp4,4,16,"[2,6,9,14]",4,8.92306282185018,2.932752948254347,1.2642000801861286,31.44593699835241,0.19576400518417358,44.767619809135795,446
1,1,73,VideoCrafter/Students participate in celebration ceremonies in the school courtyard.mp4,4,16,"[2,6,9,14]",4,63.44471708871424,4.396538017317653,1.4607959892600775,34.61898607201874,0.19227387383580208,104.12318003363907,446
1,1,74,Text2Video-Zero/Visitors get information at the park's visitor center.mp4,4,36,"[4,13,22,32]",4,92.15524815954268,5.533840972930193,1.6733999364078045,39.274221984669566,0.2007919829338789,138.85084283538163,446
1,1,75,VideoCrafter/A white orchid grows in a potted plant.mp4,4,16,"[2,6,9,14]",4,48.80832019262016,4.036817001178861,1.3821108732372522,34.589530900120735,0.19739894196391106,89.02379893697798,446
1,1,76,Tune-A-Video/The school auditorium is decorated with festive decorations.mp4,4,24,"[2,9,14,21]",4,36.07000503689051,3.084884025156498,1.297196140512824,31.479184050112963,0.19196816720068455,72.12953292764723,446
1,1,77,video_fusion/A doctor cares for patients in the hospital.mp4,4,16,"[2,6,9,14]",4,10.427769040688872,3.1119189225137234,1.206676010042429,31.54113213531673,0.19270600751042366,46.48641892708838,446
1,1,78,Tune-A-Video/A bowl of spicy Mexican chili is very delicious.mp4,4,24,"[2,9,14,21]",4,37.9748388659209,2.9613010119646788,1.20626506395638,31.412321841344237,0.19707600586116314,73.75773112289608,446
1,1,79,VideoCrafter/Purple lavender grows in the field.mp4,4,16,"[2,6,9,14]",4,42.3298419918865,2.9365788213908672,1.3982539530843496,31.50085313245654,0.19777193665504456,78.36964610032737,446
1,1,80,Tune-A-Video/A peony blooms with snow-white petals.mp4,4,24,"[2,9,14,21]",4,43.12408505938947,3.0241620261222124,1.2408231850713491,31.35906090028584,0.1975768245756626,78.95202795043588,446
1,1,81,video_fusion/Sharks dart through the water.mp4,4,16,"[2,6,9,14]",4,7.963671116158366,2.9153358191251755,1.2136718723922968,31.34745010174811,0.1910901628434658,43.637481052428484,446
1,1,82,Gen-2/A skier enjoys the thrill of skiing on a snowy mountain.mp4,4,96,"[10,35,60,86]",4,238.80577203817666,8.576015010476112,2.156598959118128,50.81662186421454,0.21315785124897957,300.5888981278986,446
1,1,83,"video_fusion/Unique desert landscapes, with dunes sculpted by the wind.mp4",4,16,"[2,6,9,14]",4,8.867190917953849,3.3984531182795763,1.2265529949218035,34.33233802206814,0.20702811889350414,48.03708987310529,446
1,1,84,VideoCrafter/A water skier created splashes on the lake.mp4,4,16,"[2,6,9,14]",4,48.52947685867548,9.218019898980856,1.4851880259811878,31.443546060472727,0.19256607629358768,90.87529103271663,446
1,1,85,Gen-2/The commander is strategizing in front of a map.mp4,4,96,"[10,35,60,86]",4,252.62904702685773,8.51612095721066,2.137162024155259,50.88467104360461,0.21646590903401375,314.4057272002101,446
1,1,86,"Tune-A-Video/Plateaus surrounding lakes, embraced by peaceful and harmonious mountains.mp4",4,24,"[2,9,14,21]",4,38.417119067162275,4.617323167622089,1.4097588136792183,35.07658001035452,0.20365184172987938,79.7353491652757,446
1,1,87,Text2Video-Zero/A kangaroo jumps across the Australian desert.mp4,4,36,"[4,13,22,32]",4,137.57414487190545,8.141395170241594,2.05757818184793,48.35375095717609,0.20593497902154922,196.3535901159048,446
1,1,88,Hotshot-XL/A hippo leisurely floats in the water.mp4,4,8,"[1,3,4,6]",4,41.59997194074094,4.420751007273793,1.4838799834251404,34.769287100061774,0.2142251469194889,82.49983191490173,446
1,1,89,Text2Video-Zero/A tennis player elegantly slid on the grass court.mp4,4,36,"[4,13,22,32]",4,124.61628299206495,7.726449053734541,1.9903909415006638,45.218688901513815,0.2014990895986557,179.77277701720595,446
1,1,90,Hotshot-XL/A doctor is carefully examining a patient's body.mp4,4,8,"[1,3,4,6]",4,31.48103109560907,4.075207049027085,1.463811146095395,32.810000935569406,0.1969621516764164,70.03672304563224,446
1,1,91,Tune-A-Video/A hippo leisurely floats in the water.mp4,4,24,"[2,9,14,21]",4,47.700418159365654,3.1066678930073977,1.2804879806935787,31.533011002466083,0.19870302639901638,83.82600685581565,446
1,1,92,Text2Video-Zero/People sunbathe on the lawn.mp4,4,36,"[4,13,22,32]",4,96.24264994636178,5.773267010226846,1.7060169484466314,40.1837769895792,0.199940986931324,144.1192498896271,446
1,1,93,video_fusion/A piece of cheesecake is covered with blueberry sauce.mp4,4,16,"[2,6,9,14]",4,8.915387094020844,2.9470198787748814,1.2848528567701578,31.38780198059976,0.19783386960625648,44.739047065377235,446
1,1,94,Text2Video-Zero/The school auditorium is decorated with festive decorations.mp4,4,36,"[4,13,22,32]",4,51.23531213030219,3.215325064957142,1.3137778732925653,31.544168014079332,0.19388599321246147,87.5087019521743,446
1,1,95,Text2Video-Zero/A bowl of spicy Mexican chili is very delicious.mp4,4,36,"[4,13,22,32]",4,46.952898846939206,3.1634210608899593,1.2665200047194958,31.514556147158146,0.1956620253622532,83.09913007542491,446
1,1,96,Tune-A-Video/There are boats on the park lake.mp4,4,24,"[2,9,14,21]",4,45.10211921297014,3.9749580901116133,1.4347918331623077,32.60317491367459,0.19581010565161705,83.31915899179876,446
1,1,97,"Hotshot-XL/In a rugby match, players vied for possession of the rugby ball.mp4",4,8,"[1,3,4,6]",4,48.07982291094959,5.0815369468182325,1.3517159968614578,32.599027967080474,0.1982138492166996,87.31872192583978,446
1,1,98,Hotshot-XL/A milkshake is garnished with fresh strawberries and cream.mp4,4,8,"[1,3,4,6]",4,21.64962701499462,3.226450178772211,1.3370199594646692,31.380632892251015,0.1964569091796875,57.796747889369726,446
1,1,99,Hotshot-XL/Cherry trees in the orchard are filled with red fruit.mp4,4,8,"[1,3,4,6]",4,70.13729680329561,3.951468039304018,1.335787121206522,33.28723483718932,0.20713801495730877,108.92801219597459,446
1,1,100,video_fusion/Crocodiles swim leisurely in the lake.mp4,4,16,"[2,6,9,14]",4,9.363977937027812,2.943645929917693,1.1784289963543415,31.437256140634418,0.1994080375880003,45.128715224564075,446
1,1,101,Text2Video-Zero/Swallows soar in the air.mp4,4,36,"[4,13,22,32]",4,40.45461397618055,3.1013679690659046,1.2468630447983742,31.39371518045664,0.1992001198232174,76.40171912498772,446
1,1,102,Gen-2/Great white sharks swim majestically in the depths of the ocean.mp4,4,96,"[10,35,60,86]",4,154.38478300347924,4.466393031179905,1.4302970375865698,36.70883295126259,0.2162759192287922,197.21632893197238,446
1,1,103,Hotshot-XL/Students participate in celebration ceremonies in the school courtyard.mp4,4,8,"[1,3,4,6]",4,56.24463898129761,4.1625110898166895,1.4768389519304037,32.92834619060159,0.20385091193020344,95.02520714886487,446
1,1,104,Gen-2/A water skier created splashes on the lake.mp4,4,96,"[10,35,60,86]",4,234.76599296554923,4.665200132876635,1.3093468733131886,37.532110000029206,0.21999306045472622,278.5025250632316,446
1,1,105,Text2Video-Zero/A diver is exploring the underwater world under the coral reef.mp4,4,36,"[4,13,22,32]",4,148.5210219398141,4.978223936632276,1.5734590124338865,40.180187905207276,0.22315885871648788,195.48737606965005,446
1,1,106,VideoCrafter/A tennis player made spectacular plays at the net.mp4,4,16,"[2,6,9,14]",4,51.489450968801975,4.2586729396134615,1.451185904443264,35.890473052859306,0.20540598779916763,93.3049030136317,446
1,1,107,Gen-2/A thin pancake is spread with butter and maple syrup.mp4,4,96,"[10,35,60,86]",4,215.88874701410532,8.81523103453219,2.211173065006733,48.558090114966035,0.2188000362366438,275.7141520269215,446
1,1,108,Text2Video-Zero/A roasted salmon is presented on a plate.mp4,4,36,"[4,13,22,32]",4,113.24540106579661,8.182046934962273,1.9152769818902016,46.66080209426582,0.2116949763149023,170.23499007336795,446
1,1,109,VideoCrafter/Sunflowers stand tall in a field.mp4,4,16,"[2,6,9,14]",4,55.23215793073177,7.830786984413862,1.6382308676838875,36.99407400563359,0.21181395277380943,101.91980400122702,446
1,1,110,VideoCrafter/An ancient church is a landmark in the village.mp4,4,16,"[2,6,9,14]",4,58.02530609071255,4.742735996842384,1.5110541135072708,35.60557495802641,0.20130793564021587,100.09705694392323,446
1,1,111,Text2Video-Zero/A purple bellflower opens in the sunlight.mp4,4,36,"[4,13,22,32]",4,60.096126049757004,4.533048020675778,1.4315689913928509,33.6139271967113,0.20551285706460476,99.8900099657476,446
1,1,112,Gen-2/Swallows soar in the air.mp4,4,96,"[10,35,60,86]",4,104.97484100051224,3.73061909340322,1.443362096324563,32.46984397992492,0.23025088012218475,142.85579696297646,446
1,1,113,Gen-2/Teenage skateboarders perform tricks by the pond.mp4,4,96,"[10,35,60,86]",4,222.07657317630947,3.692951053380966,1.4631859958171844,32.349745044484735,0.22425688803195953,259.81373712420464,446
1,1,114,Text2Video-Zero/A painter showcases their art on an outdoor gallery.mp4,4,36,"[4,13,22,32]",4,104.06400403007865,3.3401548862457275,1.3510189019143581,31.88885492272675,0.2074860967695713,140.85786207579076,446
1,1,115,VideoCrafter/Sharks dart through the water.mp4,4,16,"[2,6,9,14]",4,50.95440614968538,3.1222759280353785,1.3117280323058367,31.606983859091997,0.19940012134611607,87.20144000835717,446
1,1,116,"Hotshot-XL/A baseball player swung the bat, preparing for a home run.mp4",4,8,"[1,3,4,6]",4,59.12554799579084,3.2127131707966328,1.3329810462892056,31.4630048815161,0.19494607113301754,95.33548005856574,446
1,1,117,Text2Video-Zero/Purple lavender grows in the field.mp4,4,36,"[4,13,22,32]",4,133.8458890095353,3.292518900707364,1.3236978556960821,31.5267201513052,0.19358983263373375,170.18888820894063,446
1,1,118,Tune-A-Video/A bowl of hot soup is especially delicious on a cold winter day.mp4,4,24,"[2,9,14,21]",4,34.93809001520276,3.1086630187928677,1.2545199133455753,31.424417858943343,0.19718287512660027,70.92860504053533,446
1,1,119,Gen-2/Military aircraft are neatly lined up on the military base.mp4,4,96,"[10,35,60,86]",4,237.23127809353173,3.6082740407437086,1.3786740601062775,32.21439104527235,0.217844033613801,274.6568978764117,446
1,1,120,VideoCrafter/Parents pick up students at the bus stop.mp4,4,16,"[2,6,9,14]",4,63.83740692399442,3.265353152528405,1.393964048475027,31.72670118510723,0.21203281357884407,100.44260113500059,446
1,1,121,video_fusion/A golden field of wheat sways gently in the breeze.mp4,4,16,"[2,6,9,14]",4,9.449128061532974,3.2033768948167562,1.2934398837387562,31.498843105509877,0.19928999245166779,45.65027402713895,446
1,1,122,Gen-2/A group of villagers wash clothes by the stream.mp4,4,96,"[10,35,60,86]",4,342.1343208756298,3.849727101624012,1.5285629779100418,33.374347956851125,0.2185290213674307,381.115335971117,446
1,1,123,Hotshot-XL/A tennis player elegantly slid on the grass court.mp4,4,8,"[1,3,4,6]",4,22.215558914467692,3.44554684124887,1.3870729599148035,31.942858127877116,0.20350213162600994,59.2020470649004,446
1,1,124,Text2Video-Zero/The roof of a farmhouse is covered in moss.mp4,4,36,"[4,13,22,32]",4,114.75769989192486,7.468688068911433,1.9533580634742975,41.94028303027153,0.20251795649528503,166.34229896590114,446
1,1,125,Tune-A-Video/The crickets chirped merrily in the summer night.mp4,4,24,"[2,9,14,21]",4,27.76729315519333,3.1141650397330523,1.2638198677450418,31.6710420884192,0.1955700572580099,64.01858502067626,446
1,1,126,"Tune-A-Video/Students enjoy their time on campus, full of youthful energy.mp4",4,24,"[2,9,14,21]",4,36.13674105145037,3.2220790162682533,1.3725410681217909,31.53722290880978,0.1986771821975708,72.47374393045902,446
1,1,127,Tune-A-Video/Students and teachers discuss topics in the classroom.mp4,4,24,"[2,9,14,21]",4,52.619416965171695,3.9966870099306107,1.4169090427458286,32.62346889823675,0.20173308439552784,90.86771309375763,446
1,1,128,video_fusion/Great white sharks swim majestically in the depths of the ocean.mp4,4,16,"[2,6,9,14]",4,10.217442875728011,3.0549659859389067,1.2989419046789408,31.54110605828464,0.19420194439589977,46.31466092541814,446
1,1,129,Gen-2/A cactus thrives in the harsh desert.mp4,4,96,"[10,35,60,86]",4,436.5580081939697,8.667259942740202,2.145201899111271,53.00249299034476,0.2177320420742035,500.61255996115506,446
1,1,130,VideoCrafter/A piece of cheesecake is covered with blueberry sauce.mp4,4,16,"[2,6,9,14]",4,55.572982179000974,5.987236043438315,1.667077885940671,38.51386811584234,0.20681507885456085,101.96353821083903,446
1,1,131,VideoCrafter/A peony blooms with snow-white petals.mp4,4,16,"[2,6,9,14]",4,54.70416718162596,4.080076003447175,1.4247528742998838,35.28332198038697,0.20044483244419098,95.70245095528662,446
